names,lat,lon,geometry,,100000
Corporate Suncity Gloria Block B bangalore,129381000,776293000,POINT (77.7069429 12.9026286),,
Prisha Orchids bangalore,129668000,776360000,POINT (77.6375082 13.0833854),,
SSVR Fairy Bells bangalore,129542000,776386000,POINT (77.58518169999999 13.0713565),,
United Meadows bangalore,129362000,776324000,POINT (77.7224633 12.9658617),,
Rajarajeshwari Vara bangalore,129666000,776332000,POINT (77.5998037 12.981788),,
Purva Waves bangalore,129359000,776335000,POINT (77.66269969999999 13.063187),,
Habitat Eden Heights bangalore,129651000,776343000,POINT (77.7142049 12.9904266),,
Habitat Iluminar bangalore,129622000,776404000,POINT (77.4933195 12.9155329),,
Pruthvi Royal bangalore,129735000,776308000,POINT (77.5943649 12.8627337),,
Godrej Gold County bangalore,129463000,776324000,POINT (77.4902439 13.046768),,
Cattleya Sriven Nest bangalore,129749000,776351000,POINT (77.7491799 12.9372072),,
Brigade Millennium bangalore,129535000,776319000,POINT (77.58245529999999 12.891805),,
TG Ascent bangalore,129456000,776290000,POINT (77.69074089999999 12.8664422),,
Cattleya Sriven Nest bangalore,129383000,776402000,POINT (77.7491799 12.9372072),,
Mahaveer Promenade bangalore,129673000,776399000,POINT (77.7399015 13.0077592),,
K Raheja Jade Gardens bangalore,129605000,776260000,POINT (77.6506622 13.204637),,
Aratt Cityscapes Apartment bangalore,129552000,776368000,POINT (77.75757899999999 13.0611983),,
Radiant Elitaire bangalore,129448000,776357000,POINT (77.5830352 12.8830931),,
RNS Shrinikethan bangalore,129722000,776314000,POINT (77.5388378 13.0321173),,
Prestige Gulmohar bangalore,129591000,776263000,POINT (77.6649757 13.0288528),,
DNR Atmosphere bangalore,129535000,776276000,POINT (77.73903249999999 12.958045),,
Shell North Gate bangalore,129622000,776357000,POINT (77.6468544 13.0669963),,
Disha Loharuka SOLARIS bangalore,129422000,776347000,POINT (77.5902906 12.860781),,
ATZ Estrella bangalore,129693000,776335000,POINT (77.74873629999999 12.9366872),,
MJ Lifestyle Astro bangalore,129532000,776278000,POINT (77.6984882 12.858655),,
Sowparnika Columns bangalore,129427000,776257000,POINT (77.8059633 12.9930415),,
Shriram Sameeksha bangalore,129421000,776725000,POINT (77.53483319999999 13.0721162),,
Sai Vrushabadri Towers bangalore,129260000,776967000,POINT (77.78175469999999 12.9885109),,
Shri Balaji Sarovar bangalore,129230000,776890000,POINT (77.73338179999999 12.9769223),,
Sobha Cedar bangalore,129451000,776793000,POINT (77.52976389999999 12.8779199),,
Prabhavathi Comforts bangalore,129335000,776963000,POINT (77.6290643 12.8864112),,
Platina Exotica bangalore,129445000,776940000,POINT (77.49368149999999 12.9275441),,
Valmark Cityville bangalore,129467000,776292000,POINT (77.604309 12.8626587),,
DSR Sunrise Towers bangalore,129332000,776841000,POINT (77.7602375 12.9821505),,
Dhanapriya Paradise bangalore,129257000,776600000,POINT (77.5945627 12.9715987),,
SVS Trend Square Precioso bangalore,129301000,776663000,POINT (77.66741549999999 13.0345488),,
Sobha Dream Gardens bangalore,129535000,776988000,POINT (77.647408 13.0968857),,
Sumukha Residency bangalore,129275000,776710000,POINT (77.59432320000001 12.9607204),,
Pioneer Kingstown bangalore,129314000,776572000,POINT (77.64419359999999 12.8878665),,
SMR Vinay Estella bangalore,129486000,776461000,POINT (77.5413269 13.0840921),,
Peninsula Prakruthi bangalore,129451000,776980000,POINT (77.78737099999999 12.8732821),,
Prestige Park View bangalore,129421000,776968000,POINT (77.75189180000001 12.9852588),,
Prestige Park View bangalore,129474000,776551000,POINT (77.75189180000001 12.9852588),,
Altius Ardour bangalore,129322000,776741000,POINT (77.76861389999999 12.8354267),,
Mantri Tranquil bangalore,129352000,776872000,POINT (77.5451932 12.8867375),,
Concorde Tech Turf bangalore,129541000,776742000,POINT (77.65518109999999 12.8318141),,
SRK The Villagio bangalore,129425000,776750000,POINT (77.7621594 13.0080164),,
DS Max Splendid bangalore,129422000,776928000,POINT (77.4790222 12.9718563),,
Gravity Sundridge bangalore,129283000,776328000,POINT (77.55935149999999 13.1777165),,
Axis Vedam bangalore,129275000,776696000,POINT (77.5839891 12.8803091),,
Odions The Woods of East Phase 1 bangalore,129399000,776852000,POINT (77.69372369999999 12.8913922),,
IDEB Springfields bangalore,129196000,776836000,POINT (77.6695175 12.9181948),,
Ozone Polestar bangalore,129553000,776387000,POINT (77.6181119 13.0385196),,
Goyal Orchid Lakeview bangalore,129228000,776365000,POINT (77.67864809999999 12.9315349),,
Gempark Address bangalore,129518000,776808000,POINT (77.8103632 12.8699879),,
Sriven Luminous Amaltas bangalore,129429000,776608000,POINT (77.6481115 12.8453334),,
Pyramid Bilberry bangalore,129187000,776827000,POINT (77.6247607 13.0873611),,
Sobha Forest Edge bangalore,129269000,776610000,POINT (77.5285878 12.8763618),,
Aryan Golden Arena bangalore,129475000,776960000,POINT (77.78253359999999 12.806845),,
Park Cubix bangalore,129329000,776421000,POINT (77.720995 13.2418908),,
Brigade Golden Triangle bangalore,129375000,776951000,POINT (77.762862 13.0549285),,
Concorde Luxepolis bangalore,129426000,776944000,POINT (77.56782799999999 12.9567983),,
MBR Brickfield Shelters bangalore,129464000,776298000,POINT (77.7342541 12.8124009),,
Maysons Udbhava bangalore,129373000,776693000,POINT (77.6038995 13.0877551),,
Adarsh Palm Retreat bangalore,129445000,776827000,POINT (77.68510689999999 12.9234947),,
Aratt Cityscapes Villa bangalore,129494000,776554000,POINT (77.75757899999999 13.0611983),,
Avani Gardens bangalore,129343000,776431000,POINT (77.6064885 13.0860725),,
Nakshatra Township bangalore,129220000,776354000,POINT (77.70335519999999 12.7304474),,
Mantri Espana bangalore,129232000,776528000,POINT (77.68350629999999 12.9344706),,
Upscale Golden Lotus bangalore,129315000,776520000,POINT (77.7405079 12.9295788),,
DS & Jacks Needs 3 Project 276 bangalore,129421000,776577000,POINT (77.5963239 12.8707878),,
Sumukha Emerald bangalore,129218000,776704000,POINT (77.58125459999999 12.8758824),,
IDEB Springfields bangalore,129485000,776242000,POINT (77.6695175 12.9181948),,
Sipani Bliss 2 bangalore,129271000,776272000,POINT (77.72399589999999 12.7808199),,
Sriven Luminous Amaltas bangalore,129546000,776863000,POINT (77.6481115 12.8453334),,
Saf Snowdrops bangalore,129507000,776990000,POINT (77.563372 12.8921607),,
ARS Bhavisha bangalore,129510000,776497000,POINT (77.7656243 12.8596605),,
LVS Gardenia Phase 1 bangalore,129527000,776582000,POINT (77.70244719999999 13.0345318),,
Krishnaja Northcity bangalore,129253000,776603000,POINT (77.7059788 13.2389421),,
Bluejay Malgudi bangalore,129188000,776830000,POINT (77.5484676 12.8651727),,
Shriram Chirping Woods Apartment bangalore,129362000,776706000,POINT (77.6688901 12.9090034),,
Veohm Cedar Woods bangalore,129490000,776420000,POINT (77.643044 13.0591532),,
Mana Candela bangalore,129384000,776979000,POINT (77.71009699999999 12.8915171),,
Ezzy Corinth bangalore,129323000,776359000,POINT (77.65154439999999 13.0657555),,
Concorde Amber bangalore,129444000,776418000,POINT (77.70304230000001 12.8948188),,
RJR Patel Residency bangalore,129531000,776520000,POINT (77.7431417 12.93844),,
Century Artizan Phase II bangalore,129315000,776288000,POINT (77.59504099999999 13.129355),,
Prestige Glenwood bangalore,129525000,776239000,POINT (77.73412039999999 13.0767319),,
Aratt Cityscapes Villa bangalore,129277000,776790000,POINT (77.75757899999999 13.0611983),,
Avani Gardens bangalore,129526000,776445000,POINT (77.6064885 13.0860725),,
Sobha Habitech bangalore,129277000,776445000,POINT (77.75520349999999 12.9828292),,
Brigade Parkside West bangalore,129319000,776754000,POINT (77.7018458 12.9026133),,
SNR Windmill bangalore,129274000,776239000,POINT (77.59729799999999 12.855583),,
GCN White Palms bangalore,129204000,776958000,POINT (77.74209499999999 12.9616048),,
Keystone Sarovar bangalore,129414000,776949000,POINT (77.57339809999999 12.8670332),,
Columbia Celestia bangalore,129192000,776791000,POINT (77.5795256 12.8953434),,
Gajanana Sumuk bangalore,129203000,776486000,POINT (77.7185076 12.9917127),,
MIMS Residency bangalore,129406000,776497000,POINT (77.6214664 13.086763),,
Cleartile The Rare Earth Plots bangalore,129346000,776578000,POINT (77.7097953 12.8784133),,
Sobha Daffodil bangalore,129437000,776921000,POINT (77.65341699999999 12.9013076),,
Akruthi Spring Woods bangalore,129561000,776723000,POINT (77.4864 12.985451),,
Shapoorji Pallonji ParkWest Mahogany bangalore,129200000,776432000,POINT (77.5610241 12.963803),,
Cleartile The Rare Earth Plots bangalore,129214000,776583000,POINT (77.7097953 12.8784133),,
Prestige Glenwood bangalore,129300000,776496000,POINT (77.73412039999999 13.0767319),,
Sobha Daffodil bangalore,129538000,776457000,POINT (77.65341699999999 12.9013076),,
Sanvi Sunrise bangalore,129210000,776585000,POINT (77.677601 12.9732444),,
RBD Stillwaters bangalore,129425000,776798000,POINT (77.6632973 12.8945651),,
Relizant Royale bangalore,129186000,776574000,POINT (77.5758522 12.957703),,
Shapoorji Pallonji ParkWest Mahogany bangalore,129369000,776912000,POINT (77.5610241 12.963803),,
Shilpa Dacha bangalore,129439000,776861000,POINT (77.66976079999999 12.915819),,
Brigade Omega bangalore,129463000,776405000,POINT (77.5294655 12.8938298),,
Prestige Royal Garden 3 bangalore,129436000,776440000,POINT (77.57063950000001 13.1395085),,
Sri Bhagwan Elite bangalore,129294000,776295000,POINT (77.64417539999999 12.8730771),,
Ozone Urbana Township bangalore,129404000,776800000,POINT (77.6645319 13.2036001),,
Axis Antara bangalore,129504000,776467000,POINT (77.61804939999999 12.8688053),,
Rohan Vasantha bangalore,129338000,776923000,POINT (77.7070217 12.9568204),,
NR Windgates bangalore,129178000,776609000,POINT (77.62378000000001 13.0859552),,
Silicon Valley bangalore,129339000,776442000,POINT (77.5945627 12.9715987),,
Narmada Sri Heights bangalore,129282000,776432000,POINT (77.6677287 12.8737585),,
Prestige Dolce Vita bangalore,129340000,776573000,POINT (77.7425161 12.9757496),,
Mahindra Lifespace Windchimes bangalore,129398000,776447000,POINT (77.59768099999999 12.88624),,
Veracious Vani Vilas bangalore,129273000,776864000,POINT (77.57686009999999 13.1220505),,
Provident The Tree bangalore,129513000,776385000,POINT (77.48484119999999 12.9960104),,
Golden Grand bangalore,129297000,776943000,POINT (77.5464606 13.0268946),,
Skanda Nirvana bangalore,129431000,776851000,POINT (77.7059496 12.9340795),,
VARS Parkwood bangalore,129221000,776409000,POINT (77.6909634 12.9156691),,
Aratt Cityscapes Rowhouse bangalore,130611983,777575790,POINT (77.75757899999999 13.0611983),,
Viho Hill View bangalore,128904203,775148337,POINT (77.5148337 12.8904203),,
Adithya Garden  bangalore,128645579,776594665,POINT (77.65946649999999 12.8645579),,
Sumadhura Silver Ripples bangalore,129691977,777388622,POINT (77.7388622 12.9691977),,
Dharanis Prakruthi Park bangalore,128461858,778275989,POINT (77.82759890000001 12.8461858),,
Anand Somu Pristine bangalore,128588873,775667669,POINT (77.56676689999999 12.8588873),,
Aratt Rolling Whites bangalore,127481938,776837066,POINT (77.68370659999999 12.7481938),,
Anand Somu Pristine bangalore,128588873,775667669,POINT (77.56676689999999 12.8588873),,
Dharanis Prakruthi Park bangalore,128461858,778275989,POINT (77.82759890000001 12.8461858),,
Prestige Sunrise Park Norwood bangalore,128345846,776635615,POINT (77.6635615 12.8345846),,
Axis Antara bangalore,128688053,776180494,POINT (77.61804939999999 12.8688053),,
Splendid Skylines bangalore,128745128,776517073,POINT (77.6517073 12.8745128),,
Casa Gopalan bangalore,129685201,777424363,POINT (77.74243629999999 12.9685201),,
Assetz Lifestyle bangalore,128853283,777047401,POINT (77.7047401 12.8853283),,
Sobha Jasmine bangalore,129263467,776680634,POINT (77.66806339999999 12.9263467),,
Veracious Vani Vilas bangalore,131220505,775768601,POINT (77.57686009999999 13.1220505),,
Pioneer Park Avenue bangalore,128759640,775519050,POINT (77.55190499999999 12.875964),,
Odions The Woods of East Phase 2 bangalore,128913922,776937237,POINT (77.69372369999999 12.8913922),,
Adithya Garden  bangalore,128645579,776594665,POINT (77.65946649999999 12.8645579),,
Velpula Pride bangalore,130863313,776028616,POINT (77.6028616 13.0863313),,
Sobha Marvella bangalore,129267833,776726791,POINT (77.6726791 12.9267833),,
Salarpuria Sattva Serene Life bangalore,131883652,776580876,POINT (77.65808760000002 13.1883652),,
Definer Hi-Life bangalore,130361409,776932524,POINT (77.69325239999999 13.0361409),,
Asrithas Grand Living bangalore,129383860,776178030,POINT (77.61780299999999 12.938386),,
Shriram Signia bangalore,128391167,776563997,POINT (77.65639969999999 12.8391167),,
Sri Garnet Park bangalore,129918197,777194328,POINT (77.71943279999999 12.9918197),,
Azven Breathe bangalore,128313905,777756040,POINT (77.775604 12.8313905),,
Sobha Tulip bangalore,128984206,775855194,POINT (77.5855194 12.8984206),,
Prestige Ozone bangalore,129590509,777494998,POINT (77.7494998 12.9590509),,
SJR WaterMark bangalore,129132624,776704345,POINT (77.6704345 12.9132624),,
Vedant Vayun bangalore,128787673,776376676,POINT (77.6376676 12.8787673),,
DivyaSree 77 Place bangalore,129486621,776932524,POINT (77.69325239999999 12.9486621),,
Prestige Spencer Heights bangalore,129956569,776104792,POINT (77.6104792 12.9956569),,
Puravankara Purva Riviera bangalore,129758193,775570922,POINT (77.5570922 12.9758193),,
MN Guru Gokulam bangalore,130927842,776324403,POINT (77.6324403 13.0927842),,
Raja Sannidhi bangalore,128491125,776078187,POINT (77.6078187 12.8491125),,
Sobha Lifestyle Legacy bangalore,132319190,776744630,POINT (77.674463 13.231919),,
Nava Vedantha bangalore,130051219,776644468,POINT (77.66444679999999 13.0051219),,
Prabhavathi Divine bangalore,128787211,776110659,POINT (77.6110659 12.8787211),,
Jeevan Grandeur bangalore,130053452,777482751,POINT (77.7482751 13.0053452),,
Century Indus Phase II bangalore,129112501,775113871,POINT (77.51138709999999 12.9112501),,
Brigade Meadows Plumeria bangalore,128134935,775117193,POINT (77.5117193 12.8134935),,
Kolte Patil Raaga bangalore,130956915,776478017,POINT (77.6478017 13.0956915),,
ALPS Aurora bangalore,128145655,776729006,POINT (77.67290059999999 12.8145655),,
Century Saras bangalore,131128005,775701013,POINT (77.57010129999999 13.1128005),,
Greystone Mirror On Water bangalore,128943569,776618761,POINT (77.6618761 12.8943569),,
Thrive Muses Abode bangalore,130261844,776266968,POINT (77.62669679999999 13.0261844),,
Renaissance Nature Walk bangalore,130046798,777182604,POINT (77.71826039999999 13.0046798),,
Mantri Flora bangalore,129183563,776650713,POINT (77.66507129999999 12.9183563),,
Vivansaa Aurigaa bangalore,128937057,777681863,POINT (77.7681863 12.8937057),,
Arvind Sporcia bangalore,130624992,776215293,POINT (77.62152929999999 13.0624992),,
GM Infinite E City Town Phase I bangalore,128192308,776640700,POINT (77.66407 12.8192308),,
SNN Raj Serenity Phase II bangalore,128529320,776784690,POINT (77.67846899999999 12.852932),,
Silverwood Regency bangalore,129111022,776777582,POINT (77.6777582 12.9111022),,
Purva Venezia bangalore,130972391,775702975,POINT (77.57029750000001 13.0972391),,
Sri Bhagwan Embassy bangalore,128355532,776916476,POINT (77.6916476 12.8355532),,
Puravankara Purva Fountain Square bangalore,129748291,776189870,POINT (77.61898699999999 12.9748291),,
GM Global Techies Town Tower 03 C bangalore,128227035,776608411,POINT (77.66084110000001 12.8227035),,
Saran Mulberry Woods bangalore,129059509,777038144,POINT (77.7038144 12.9059509),,
Celebrity Square bangalore,128281630,777860248,POINT (77.78602479999999 12.828163),,
Shriram Chirping Woods Villament bangalore,129090034,776688901,POINT (77.6688901 12.9090034),,
Aahika Apartments bangalore,129036263,776062350,POINT (77.606235 12.9036263),,
Mana Karmel bangalore,128955387,777059662,POINT (77.70596619999999 12.8955387),,
GM Global Techies Town Tower 01 A bangalore,128227035,776608411,POINT (77.66084110000001 12.8227035),,
Trifecta Joli bangalore,128921388,777095138,POINT (77.7095138 12.8921388),,
SJR Vogue bangalore,129815216,777176076,POINT (77.71760759999999 12.9815216),,
Plama Heights bangalore,130334447,776374762,POINT (77.63747619999999 13.0334447),,
Raheja Residency bangalore,129283660,776317759,POINT (77.63177589999999 12.928366),,
Prestige Sunrise Park Brichwood bangalore,128321675,776632722,POINT (77.66327219999999 12.8321675),,
Lone Star Crexcel Tuscany bangalore,129914440,776154030,POINT (77.615403 12.991444),,
Salarpuria Sattva Kings Domain bangalore,129918038,776607041,POINT (77.66070409999999 12.9918038),,
GE Global Green Apple Villas bangalore,127861815,777124387,POINT (77.71243869999999 12.7861815),,
Candeur Rise bangalore,129969877,776899549,POINT (77.68995489999999 12.9969877),,
Brigade Metropolis bangalore,129914639,777029976,POINT (77.7029976 12.9914639),,
Elegant Pride bangalore,130012678,776225051,POINT (77.6225051 13.0012678),,
Kuteera Green Homes bangalore,130301107,777620013,POINT (77.76200129999999 13.0301107),,
URI Shirdi Sri Sai Nagar bangalore,129714651,775405450,POINT (77.54054499999999 12.9714651),,
Pride Crosswinds Villa Plots bangalore,127802140,776033030,POINT (77.603303 12.780214),,
Jeevan Pristine bangalore,129715987,775945627,POINT (77.5945627 12.9715987),,
Salarpuria Sattva Gold Summit bangalore,130666284,776523154,POINT (77.65231539999999 13.0666284),,
DS Max Status bangalore,131317810,775661959,POINT (77.5661959 13.131781),,
Unishire The Weave bangalore,130569000,776238070,POINT (77.623807 13.0569),,
Total Environment Windmills Of Your Mind bangalore,129828416,777218047,POINT (77.72180469999999 12.9828416),,
G Corp The Icon Phase III bangalore,130473654,776254839,POINT (77.62548389999999 13.0473654),,
Sona Grandeur bangalore,128647018,775956349,POINT (77.59563489999999 12.8647018),,
Saranya Sreshta bangalore,129671661,777570509,POINT (77.7570509 12.9671661),,
Chaitrashree Royale bangalore,129389997,775180225,POINT (77.5180225 12.9389997),,
Sobha City Casa Paradiso bangalore,130761452,776406964,POINT (77.6406964 13.0761452),,
Nishant Prime bangalore,129665946,777651452,POINT (77.76514519999999 12.9665946),,
Aratt Amora bangalore,127587473,776711502,POINT (77.6711502 12.7587473),,
Windsor Troika bangalore,128656865,776194878,POINT (77.61948780000002 12.8656865),,
LGCL One Street bangalore,130668077,776602794,POINT (77.66027939999999 13.0668077),,
Mantri Lithos bangalore,130544515,776194419,POINT (77.6194419 13.0544515),,
VBHC Vaibhava bangalore,127563690,777024257,POINT (77.70242569999999 12.756369),,
Citrus Zen Garden bangalore,130683918,776049617,POINT (77.60496169999999 13.0683918),,
Griha Unnathi bangalore,130590857,776590355,POINT (77.6590355 13.0590857),,
Hebron Avenue bangalore,130323000,776994231,POINT (77.69942309999999 13.0323),,
Vivansaa Blessings bangalore,129124021,776387393,POINT (77.6387393 12.9124021),,
Unishire Verzure bangalore,130756934,776173763,POINT (77.61737629999999 13.0756934),,
Connected Living Whitefield bangalore,130345602,777896753,POINT (77.7896753 13.0345602),,
Pavani Sarovar bangalore,129726354,777340972,POINT (77.73409719999999 12.9726354),,
Kataria Builteck Residency bangalore,128213574,776876728,POINT (77.6876728 12.8213574),,
LGCL Pueblo bangalore,128666049,776672102,POINT (77.6672102 12.8666049),,
Prestige Kensington Gardens bangalore,130514040,775369911,POINT (77.53699109999999 13.051404),,
Millennia Montagna bangalore,129715987,775945627,POINT (77.5945627 12.9715987),,
Ozone Evergreens bangalore,129088641,776628913,POINT (77.6628913 12.9088641),,
DivyaSree Republic Of Whitefield bangalore,129662768,777243859,POINT (77.7243859 12.9662768),,
Pranavas BSR Gitaaar bangalore,129422451,777014517,POINT (77.70145169999999 12.9422451),,
Prestige Palms bangalore,129805009,777435987,POINT (77.74359869999999 12.9805009),,
S2 Avantikaa bangalore,128569538,777662866,POINT (77.7662866 12.8569538),,
Alpine Fiesta bangalore,129961110,777203321,POINT (77.72033210000001 12.996111),,
Suvastu King George Avenue bangalore,129066722,776430258,POINT (77.64302579999999 12.9066722),,
Godrej Platinum bangalore,130547182,775937366,POINT (77.5937366 13.0547182),,
Sonestaa Meadows bangalore,129488884,777214587,POINT (77.7214587 12.9488884),,
Ajantha Prime bangalore,128620210,776623552,POINT (77.66235519999999 12.862021),,
Kumari Lotus bangalore,129033063,776846818,POINT (77.68468179999999 12.9033063),,
RJ Lake Gardenia bangalore,130182490,777071730,POINT (77.707173 13.018249),,
BRR Sai Sankalp bangalore,129976477,777598434,POINT (77.75984339999999 12.9976477),,
Adarsh Palm Retreat Condominiums bangalore,129197319,776901979,POINT (77.6901979 12.9197319),,
Citrus Polaris  bangalore,130666300,776567960,POINT (77.656796 13.06663),,
Samruddhi Winter Green bangalore,129389418,777129508,POINT (77.7129508 12.9389418),,
Citrus Aries Lakeview bangalore,130776760,776104505,POINT (77.6104505 13.077676),,
Jayanth Santis bangalore,131115752,775722524,POINT (77.5722524 13.1115752),,
Ittina Neela bangalore,128313850,777004930,POINT (77.70049299999999 12.831385),,
Aswan The Marquis bangalore,129713671,776119065,POINT (77.6119065 12.9713671),,
Purva City of Gold bangalore,128871040,775521255,POINT (77.5521255 12.887104),,
Aishwarya Splendour bangalore,128964934,775858455,POINT (77.58584549999999 12.8964934),,
DSMAX SAANJH bangalore,128743640,776173867,POINT (77.6173867 12.874364),,
Purva City of Gold bangalore,128871040,775521255,POINT (77.5521255 12.887104),,
Fire Luxur The Empyrean bangalore,129048299,778677685,POINT (77.8677685 12.9048299),,
MS Royal Sunnyvale bangalore,127384134,777085666,POINT (77.70856660000001 12.7384134),,
Prodaacon Mounika Espancia bangalore,130371268,776643917,POINT (77.6643917 13.0371268),,
Garuda Estilo Homes bangalore,129948427,777645333,POINT (77.7645333 12.9948427),,
Pride Enchanta Phase I bangalore,129478889,775353712,POINT (77.5353712 12.9478889),,
Apex Crystal bangalore,129715987,775945627,POINT (77.5945627 12.9715987),,
Gomati Iris bangalore,128033514,776714398,POINT (77.6714398 12.8033514),,
NBR Green Valley bangalore,128162764,778628083,POINT (77.8628083 12.8162764),,
Aditi Tropica bangalore,129191960,776684660,POINT (77.668466 12.919196),,
Fortuna Krrish bangalore,130407862,776753256,POINT (77.67532559999999 13.0407862),,
Cleartitle The Rare Earth bangalore,128784133,777097953,POINT (77.7097953 12.8784133),,
Sobha Petunia bangalore,130398047,776124624,POINT (77.6124624 13.0398047),,
DLR Sabarmati Enclave bangalore,130258664,776803306,POINT (77.68033059999999 13.0258664),,
Bangalore Regency Canterbury Castles bangalore,130144440,776291860,POINT (77.62918599999999 13.014444),,
Slv Parkview bangalore,130459165,775419656,POINT (77.5419656 13.0459165),,
E Golden Abode bangalore,128511396,776735544,POINT (77.6735544 12.8511396),,
Sobha Arena - The Plaza bangalore,128642033,775367400,POINT (77.53673999999999 12.8642033),,
Richmond Lake View bangalore,127995085,776563883,POINT (77.6563883 12.7995085),,
NCN Platina bangalore,129373858,777374738,POINT (77.73747379999999 12.9373858),,
Akme Harmony bangalore,129224347,776711293,POINT (77.67112929999999 12.9224347),,
Gnana Bhoomi bangalore,132805947,776198082,POINT (77.61980819999999 13.2805947),,
Sumo Leaves bangalore,128787260,775444685,POINT (77.54446849999999 12.878726),,
TG Lakevista bangalore,128734735,776343724,POINT (77.63437239999999 12.8734735),,
Oceanus Classic bangalore,130053860,777316052,POINT (77.73160519999999 13.005386),,
Prestige Monte Carlo bangalore,131152916,775774514,POINT (77.5774514 13.1152916),,
Mythri Arteor bangalore,128874178,776294089,POINT (77.6294089 12.8874178),,
Sri Amethyst bangalore,130047047,777145949,POINT (77.71459489999999 13.0047047),,
Brigade Gardenia bangalore,128879764,775781273,POINT (77.57812729999999 12.8879764),,
Midtown Rhythm bangalore,129600950,777419350,POINT (77.741935 12.960095),,
Richmond Lake View bangalore,127995085,776563883,POINT (77.6563883 12.7995085),,
Mahaveer Riviera bangalore,128930968,775883631,POINT (77.5883631 12.8930968),,
Jeevanadi Sampoorna bangalore,130643327,775697312,POINT (77.56973119999999 13.0643327),,
Century Linea bangalore,130698545,776037801,POINT (77.60378009999999 13.0698545),,
Shanders Dwellington bangalore,128476197,776881725,POINT (77.68817249999999 12.8476197),,
TG Lakevista bangalore,128734735,776343724,POINT (77.63437239999999 12.8734735),,
Mahaveer Tranquil bangalore,129679039,777328695,POINT (77.73286949999999 12.9679039),,
SLS Square bangalore,129719967,777153684,POINT (77.7153684 12.9719967),,
Oceanus Classic bangalore,130053860,777316052,POINT (77.73160519999999 13.005386),,
Prestige Monte Carlo bangalore,131152916,775774514,POINT (77.5774514 13.1152916),,
Aratt Aeris Residences bangalore,129824845,776460185,POINT (77.6460185 12.9824845),,
Mythri Arteor bangalore,128874178,776294089,POINT (77.6294089 12.8874178),,
Nitesh Hyde Park bangalore,128717726,775979352,POINT (77.59793519999999 12.8717726),,
Prestige Laughing Waters bangalore,129602478,777379568,POINT (77.73795679999999 12.9602478),,
Nagarjuna Maple Heights bangalore,129935525,776838545,POINT (77.6838545 12.9935525),,
Sobha Palladian bangalore,129541525,776893828,POINT (77.68938279999999 12.9541525),,
Sobha Iris bangalore,129328719,776846695,POINT (77.68466950000001 12.9328719),,
Vista The 450 RMV bangalore,129715638,776127715,POINT (77.61277149999999 12.9715638),,
CLPD Suncity Apartments bangalore,129026338,777069423,POINT (77.70694230000001 12.9026338),,
Sobha Rajvillas bangalore,129785119,775631574,POINT (77.56315739999999 12.9785119),,
Embassy Springs bangalore,132026171,776241374,POINT (77.6241374 13.2026171),,
Aakruthi Aura bangalore,129650697,777510877,POINT (77.75108770000001 12.9650697),,
Sobha Sunscape bangalore,128643066,775212751,POINT (77.5212751 12.8643066),,
Odion Rainbow Retreat bangalore,128957846,776865903,POINT (77.68659029999999 12.8957846),,
Shriram Suhaana bangalore,131335429,775729612,POINT (77.57296119999999 13.1335429),,
The Manya Magna Ville bangalore,128560454,776491728,POINT (77.6491728 12.8560454),,
Akme Encore bangalore,129725255,777133728,POINT (77.7133728 12.9725255),,
Vertex Venezia bangalore,129274179,777389044,POINT (77.7389044 12.9274179),,
Bijith Kripa bangalore,132573910,777088976,POINT (77.7088976 13.257391),,
Sobha Eternia bangalore,129035751,776649043,POINT (77.6649043 12.9035751),,
Artha Reviera bangalore,127697881,776981747,POINT (77.6981747 12.7697881),,
Soundarya Kamakshi bangalore,129835136,775299315,POINT (77.5299315 12.9835136),,
Comfort Heights bangalore,128874544,775537026,POINT (77.55370259999999 12.8874544),,
Definer Kingdom bangalore,130735240,777446716,POINT (77.74467159999999 13.073524),,
NS Paradise Township bangalore,130040017,777173810,POINT (77.717381 13.0040017),,
Skav Ohana bangalore,130225129,777147406,POINT (77.7147406 13.0225129),,
Prestige Notting Hill bangalore,128726581,775945658,POINT (77.5945658 12.8726581),,
Nitesh Forest Hills bangalore,130159262,777626956,POINT (77.7626956 13.0159262),,
SRC blue bells bangalore,128328724,776897124,POINT (77.68971239999999 12.8328724),,
Maangalya Prosper Apartment bangalore,128652341,775576347,POINT (77.55763469999999 12.8652341),,
GRC Brundavan bangalore,129393493,775190858,POINT (77.5190858 12.9393493),,
Amrutha Value bangalore,129706326,777367999,POINT (77.73679989999999 12.9706326),,
AR Splendor Park bangalore,130422170,776552918,POINT (77.6552918 13.042217),,
HW Archstone bangalore,130290541,776302934,POINT (77.6302934 13.0290541),,
Cleartitle Old Bangalore bangalore,129169740,776315200,POINT (77.63151999999999 12.916974),,
Rajarajeshwari Parasmani Regency   bangalore,129404754,775813465,POINT (77.58134650000001 12.9404754),,
SV Lakshmi Nivas bangalore,130395202,776621751,POINT (77.6621751 13.0395202),,
Aban Desire bangalore,128281273,777766475,POINT (77.7766475 12.8281273),,
SGS Silver Oak bangalore,129157050,775486503,POINT (77.54865029999999 12.915705),,
Skyline Bagmane Champagne Hills bangalore,128584720,775818416,POINT (77.58184159999999 12.858472),,
Sai Ashirwad Natures Nest bangalore,128359690,776916230,POINT (77.69162299999999 12.835969),,
RR Signature bangalore,130800374,776337759,POINT (77.6337759 13.0800374),,
